ID,Titre,Description,Tags,URL
245,Replay du campus sur les événements éditeurs,Découvrez la nouvelle page Linkedin du groupe à suivre pour tout savoir des prochains événements éditeurs et être relais des actualités des événements Sud Ouest.,,https://go.sudouest-publicite.com/e/433602/aeXlN2JAQP32h-view-usp-sharing/b4vkjb/1607555631/h/npZY-xpbNuNOA4r1k_giUiJB-v04dKK2w4M1yX-gF0E
246,Bilan du Forum Santé et Avenir de La Rochelle - 18/01/24 ,La journée des solutions RSE en Nouvelle-Aquitaine tient sa deuxième édition le 11 avril 2024 au Palais des Congrès de Bordeaux.,,https://go.sudouest-publicite.com/e/433602/r-3NR5yvhed-H-view-usp-sharing/b4vkjj/1607555631/h/npZY-xpbNuNOA4r1k_giUiJB-v04dKK2w4M1yX-gF0E
247,"Le  marché global du Search,  Social, Display et lAffiliation rencontrent une croissance en 2023 ",,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b4vkjm/1607555631/h/npZY-xpbNuNOA4r1k_giUiJB-v04dKK2w4M1yX-gF0E
248,📣 Les titres de presse du Groupe Sud Ouest se réinventent,,,https://go.sudouest-publicite.com/e/433602/nliactivity7165639704711794688/b4vkjq/1607555631/h/npZY-xpbNuNOA4r1k_giUiJB-v04dKK2w4M1yX-gF0E
249,Le chantier de changement des JSO c'est parti !,"Ça y est, le chantier de changement de Laize a commencé au Centre d'Impression. La première grande étape pour Sud Ouest était la bascule à 5 éditions dès ce lundi 8 janvier.

Un plan de communication interne et externe est mis en place pour informer au mieux les différentes parties prenantes :

sms et mail auprès des abonnés print et numérique PDF
email auprès des annonceurs SOP
diverses communications via le quotidien, le site et l'application
 
Le changement de format du journal représente pour l’entreprise une occasion de se projeter dans un nouveau journal, de renouveler son style sans rompre avec l’esprit Sud Ouest.

Afin de garantir le bon déroulé des campagnes publicitaires de nos annonceurs, Katia et Philippe ont répondu à toutes vos questions dans le campus de ce jour. ",,https://go.sudouest-publicite.com/e/433602/Fd0Rf7oc0ie6M-edit-usp-sharing/b4k6ff/1574129160/h/q_1FDtJ5-L5rqpRzWtmqlFdM0xER1zK1FMVIqm5dTVE
250,Dordogne - Dalbe,"La particularité de ce succès est que ce fut un travail d'une équipe.

 

En effet, la synergie a été menée entre l'agence de Périgueux, le solution center, et l'équipe hors zone.

Le client a décidé de nous tester sur l'année 2023 sur deux opérations qui furent très concluantes avec une augmentation du chiffre d'affaires, augmentation de la marge et une augmentation du trafic.... Bref un vrai succès suite aux recommandations et aux préconisations de nos différents experts.

 

Le PDG de Dalbe a décidé donc de nous confier l'ensemble de sa communication au niveau national sur l'ensemble des magasins pour 5 opérations trafic et une campagne de notoriété TV avec un CA de 280 k€.",,
251,Eliette - Campagne Sunêlia,"Nouveau client Eliette avec Sunêlia et Alexandra Michelet. 

Eliette accompagne Sunêlia, une entreprise de réservation de camping, sur toute sa stratégie SEO et SEA.

Deux objectif :

Améliorer le positionnement SEO du site dans les résultats de recherches
Reprendre l'accompagnement SEA et Meta ads pour la prochaine saison de réservations",,
252,Offres soldes 2024,"Le début des soldes c'est demain ! Pour cette occasion, des tarifs sont proposés pour le print GSO, le Mag, Diverto et TV7 du 10/01 au 06/02/2024.",,https://go.sudouest-publicite.com/e/433602/spPVAOkyRxFAw-view-usp-sharing/b4k6g4/1574129160/h/q_1FDtJ5-L5rqpRzWtmqlFdM0xER1zK1FMVIqm5dTVE
253,Tableau events 2024 ,"Retrouvez l'ensemble des événements du Groupe Sud Ouest, qui auront lieu en 2024, répartis par secteurs d'activités : 
santé, immobilier, tourisme, sport, économie, gastronomie.",,https://go.sudouest-publicite.com/e/433602/gcAzyEbVnnFJI-edit-usp-sharing/b4k6g7/1574129160/h/q_1FDtJ5-L5rqpRzWtmqlFdM0xER1zK1FMVIqm5dTVE
254,Bilan Les Aidants,,,https://go.sudouest-publicite.com/e/433602/gQ8iyrsV4ZyLvDgpyEugXYiEa-view/b4k6gb/1574129160/h/q_1FDtJ5-L5rqpRzWtmqlFdM0xER1zK1FMVIqm5dTVE
255,Bilan Immobilier Pays Basque,,,https://go.sudouest-publicite.com/e/433602/Oa-pV9mAnfvMJ-view-usp-sharing/b4k6gf/1574129160/h/q_1FDtJ5-L5rqpRzWtmqlFdM0xER1zK1FMVIqm5dTVE
256,Bilan Logement Social Bordeaux,,,https://go.sudouest-publicite.com/e/433602/QyafKFV-ddoe7-view-usp-sharing/b4k6gj/1574129160/h/q_1FDtJ5-L5rqpRzWtmqlFdM0xER1zK1FMVIqm5dTVE
257,Retour sur les soirées Néo- Aquitains,,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b4k6gm/1574129160/h/q_1FDtJ5-L5rqpRzWtmqlFdM0xER1zK1FMVIqm5dTVE
258,Les marques arrivent sur le nouveau réseau social Threads,,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b4k6gq/1574129160/h/q_1FDtJ5-L5rqpRzWtmqlFdM0xER1zK1FMVIqm5dTVE
259,💯 La pub sélectionnée par l'équipe,"Le média de communication Stratégies, met en lumière l'importance du Bescherelle face à l'IA ChatGPT.",,https://go.sudouest-publicite.com/e/433602/H--igsh-MXQ4OXNkN3g1eHpqbg3D3D/b4k6gt/1574129160/h/q_1FDtJ5-L5rqpRzWtmqlFdM0xER1zK1FMVIqm5dTVE
260,Quelques rappels durant cette période de transition :,"L'ensemble des services sont mobilisés et les horaires de clôture des rédactions avancées afin de garantir le bon déroulé de ce renouveau.
Aucun tirage de jour ne sera réalisé
Le paramétrage des emplacements réservables est effectué.
Pensez à rester informés sur ces sujets via le chatter SOBIZ :)

Côté annonceurs, un emailing sera envoyé en tout début d'année à notre fichier client afin de les informer de ce changement.

Pour les équipes SOP, vous avez rendez-vous le 9 janvier avec Katia Doublet et Philippe le Pape pour un campus dédié. En attendant, vous allez tous recevoir en agence les numéros 0.

Ensemble, faisons de ce changement une opportunité !",,https://go.sudouest-publicite.com/e/433602/urnal-sud-ouest-index-html-p-1/b4h71x/1565728443/h/1Qc3iyNNesubXVPQ5aoOpPXBIerSGv8xw7aoLYQJnLw
261,Agence de l'eau Adour Garonne en Lot-et-Garonne,"Un dispositif print, web et audiovisuel pour sensibiliser et éduquer le grand public sur les enjeux de l'eau.

L’objectif est d'émettre un discours simple, compréhensible et accessible à tous.

la publication de publi rédactionnels print et web
la production d'une émission TV
la création de capsules- reportages l'enregistrement de podcast  
la multidiffusion d'une bande annonce
un teaser 
un rendez-vous événementiel en booster de lancement",,https://go.sudouest-publicite.com/e/433602/-agence-de-leau-adour-garonne-/b4h724/1565728443/h/1Qc3iyNNesubXVPQ5aoOpPXBIerSGv8xw7aoLYQJnLw
262,Bataille de Castillon en Gironde,"Avec l’intention de valoriser le patrimoine local, cette campagne est un voyage à travers l’Aquitaine, en pleine bataille de Castillon et toutes les étapes qui la constituent et la rendent si extraordinaire.

Un dispositif audiovisuel à été mis en place pour une communication prenante, captivante et engageante. L'objectif a été de créer des contenus photos et vidéos au format créatif pour transmettre le message naturellement.  ",,https://go.sudouest-publicite.com/e/433602/VO2w-qbqTy4Eg-edit-usp-sharing/b4h727/1565728443/h/1Qc3iyNNesubXVPQ5aoOpPXBIerSGv8xw7aoLYQJnLw
263,Eliette et SOP remportent l'appel d'offre pour l'ARS,"En avril dernier, l'ARS Nouvelle-Aquitaine a lancé une consultation pour renouveler ses contrats agence media, agence social, agence audiovisuelle et agence créa.

Une équipe de projet a été constituée pour répondre aux expertises de création et médiaplanning,  de social media ainsi que stratégie média et médiaplanning.",,https://go.sudouest-publicite.com/e/433602/VO2w-qbqTy4Eg-edit-usp-sharing/b4h727/1565728443/h/1Qc3iyNNesubXVPQ5aoOpPXBIerSGv8xw7aoLYQJnLw
264,100 ans d'Hossegor dans les Landes,"En septembre 2022, suite à un échange avec la nouvelle équipe municipale et sa nouvelle chargée de com, l'équipe des landes se positionne sur de la vidéo, de l'influence locale, de l'édition ou de l'évènementiel à l'occasion de l'événement ""les 100 ans d'Hossegor"". 


Résultat ils ont été choisit pour :

l''édition de 3 programmes (printemps, été, hiver) par l'équipe de Marie-Luce Ribot, incluant la distribution sous blister avec le MAG dans les Landes. Budget : 23k€
L'édition d'un livre reprenant l'expo de 40 photos de personnages locaux Budget 22k€",,https://go.sudouest-publicite.com/e/433602/fmdXvw305gJ1Q-edit-usp-sharing/b4h72b/1565728443/h/1Qc3iyNNesubXVPQ5aoOpPXBIerSGv8xw7aoLYQJnLw
265,La Cité de la BD en Charente,"Les équipes de Sud Ouest réalisent 

tous les mois les catalogues d'expositions et animation du cinéma de la cité située à Angoulême. 
relai des événements et expositions dans le quotidien Sud Ouest en gironde 
Pour un budget annuel de 28k€ en 2023, propositions en cours pour 2024...",,https://go.sudouest-publicite.com/e/433602/GqZpIo4daA9oM-edit-usp-sharing/b4h72f/1565728443/h/1Qc3iyNNesubXVPQ5aoOpPXBIerSGv8xw7aoLYQJnLw
266,Les boucheries Boeuf Tricolore en Charente-Maritime,"Accompagnement pour mettre en avant leur 9 boucheries en Charente-Maritime (17)  et dans le Yonne  (89).

Accompagnement Facebook avec la diffusion de promotions, jeux concours, et d'actualités.

Diffusion de 2 spots de pour 2 campagnes de TV segmentée à Pâques et en décembre en replay sur TF1. 

Pour un budget annuel de 79k€ en 2023 et l'équivalent en 2024. ",,https://go.sudouest-publicite.com/e/433602/23tT8J36Q2FyA-edit-usp-sharing/b4h72j/1565728443/h/1Qc3iyNNesubXVPQ5aoOpPXBIerSGv8xw7aoLYQJnLw
267,Posts réseaux sociaux pour Sud Ouest Emploi,"La cellule emploi à développé une Page Facebook sudouestemploi.com pour promouvoir les annonces du job board mais aussi mettre en ligne du contenu se rapportant à la thématique Emploi/Recrutement.

Les posts Facebook à l'origine gratuit, ont été commercialisés pour devenir aujourd'hui indispensables à une reco Emploi ! 

Résultats : 41 ventes en 2023 pour un CA de 10K€ ce qui est très encourageant pour 2024",,https://go.sudouest-publicite.com/e/433602/AayeT2F6zxFIg-edit-usp-sharing/b4h72m/1565728443/h/1Qc3iyNNesubXVPQ5aoOpPXBIerSGv8xw7aoLYQJnLw
268,Livre Blanc Brand Content,"Nouveau livre blanc proposé par SOP sur le sujet du Brand Content. 

L'objectif : apporter des réponses pratiques et utiles aux TPE et PME qui souhaitent mettre en place une stratégie de contenus.

Afin de soutenir ce nouveau contenu, vous avez à votre disposition un Kit de communication avec tous les éléments pour relayer sur votre Linkedin : exemple de posts, visuels et lien de la page de téléchargement.",,https://go.sudouest-publicite.com/e/433602/LgvArqpm9WQms-edit-usp-sharing/b4h72q/1565728443/h/1Qc3iyNNesubXVPQ5aoOpPXBIerSGv8xw7aoLYQJnLw
269,Retour sur l'édition 2023 des Prix de l'économie Neo-Aquitains,"7 novembre en Dordogne avec 300 participants
14 novembre en Lot-et-Garonne avec 400 personnes
21 novembre dans les Pyrénées-Atlantiques + de 300 participants
28 novembre en Gironde avec 400 participants
5 décembre dans les Landes + de 300 participants",,
270,Nouveau MAG,Un numéro 0 du Nouveau MAG a été imprimé au Centre d'Impression de Bordeaux. L'équipe marketing de l'offre vous ,,https://go.sudouest-publicite.com/e/433602/blicite-nouveau-mag-index-html/b4h72t/1565728443/h/1Qc3iyNNesubXVPQ5aoOpPXBIerSGv8xw7aoLYQJnLw
271,Lancement de la page Linkedin Rugby 360 ,en septembre dernier Rugby 360 lançait sa page LinkedIn dans un objectif de notoriété au sein de sa cible professionnelle. ,,https://go.sudouest-publicite.com/e/433602/y-rugby-360--viewAsMember-true/b4chsc/1552457347/h/NjUtJoEA6pmMls7KKWaixZmkcuWVHlP3oREuUwI04SI
272,Lancement du site web Raffut,La revue Raffut fait également partie de Rugby 360. Un club des ambassadeurs Raffut s’est constitué et rassemble aujourd’hui une trentaine de chefs d’entreprises autour d’une passion commune : le rugby. Des événements sont régulièrement organisés afin de faire vivre ce club des ambassadeurs. Ce mois-ci Raffut lance son propre site web. ,,https://go.sudouest-publicite.com/e/433602/2023-12-05/b4chsg/1552457347/h/NjUtJoEA6pmMls7KKWaixZmkcuWVHlP3oREuUwI04SI
273,Les Etoiles du Rugby Amateur,"Sud Ouest met à l'honneur le rugby amateur en 2024 ! Les Etoiles du Rugby Amateur sont des cérémonies qui récompensent l'ensemble de l'environnement du rugby amateur en Nouvelle-Aquitaine, des joueur-euse-s jusqu'aux arbitres en passant par le bénévole le plus investi au sein de son club.  L'objectif ? Faire rayonner le rugby sur le territoire et mettre en lumière l'ensemble des acteurs des clubs amateurs ! 

Pour cette première édition, les Etoiles du Rugby Amateur débutent leur tournée à Bordeaux pour récompenser le département de la Gironde le 13 février prochain à l'Arkéa Arena. Les cérémonies auront également lieu sur les autres départements du Journal Sud Ouest les mois de mars et avril prochains. 

Faites partie de l'aventure en contactant nos équipes commerciales !",,
274,SOP sur le podium des Ratecard Stars,"Sud Ouest Publicité termine sur la seconde place du classement Ratecard Stars dans la catégorie ""Star Success Sell Side"" pour notre partenariat avec Smile Wanted.

Pour rappel il s'agit d'un concours annuel qui récompense les acteurs phares de la publicité digitale.

A noter que nous étions le seul groupe de la PQR nominé lors de cette cérémonie et terminons second de notre catégorie (notamment devant 366).

Bravo à Benjamin Catel, en charge des revenus programmatiques pour cette belle visibilité et crédibilité pour notre groupe au sein du secteur de la publicité digitale.",,
275,Agence de l'eau Adour Garonne en Lot-et-Garonne,Encore une belle réalisation pour la Chambre des Notaires de Gironde par Digivision,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b4chsk/1552457347/h/NjUtJoEA6pmMls7KKWaixZmkcuWVHlP3oREuUwI04SI
276,Les évènements éditeurs 2024... c'est parti !,"Découvrez-les 3 évènements éditeurs phare du 1er trimestre :

La Conférence Santé Pays basque (janvier)
Le Salon de l'Immobilier de la Dordogne (3/4 février)
Le Salon de l'Immobilier de la Charente (9/10 mars)
Côté contractualisation 2024, 7 évènements mercenaires sont a intégrer :

Les Trophées du Nautisme (avril et septembre)
Les Trophées de l'Environnement et du Climat (11 juin)
Les Étoiles de l'Économie Béarn (novembre)
Les Béarnais de l'Année (décembre)
Les Charentais de l'Année (décembre)
Les Néo Aquitains (novembre)
Les Oscars du Sport (décembre)",,https://go.sudouest-publicite.com/e/433602/7bpZil6eMRt-W-view-usp-sharing/b4chsr/1552457347/h/NjUtJoEA6pmMls7KKWaixZmkcuWVHlP3oREuUwI04SI
277,5 nouveaux talents ont rejoint les équipes de placéco ces dernières semaines : ,"Pierre-Henry CHAZEAU : Commercial en CDI à Bordeaux
Laurianne GARNIER : Chargée événementiel, communication et production en CDI à Bordeaux
Laura BARRAQUÉ : Animatrice réseau en CDI au Béarn
Justine BARAT-LATUITE : Chargée de développement en alternance
Corentin GAUTIER : Vidéaste en alternance
Bienvenue à eux !",,
278,,"Les chaînes WhatsApp, nouveaux canaux de diffusion des informations, via Mediarama.",,https://go.sudouest-publicite.com/e/433602/-nouveau-canal-de-distribution/b4chsv/1552457347/h/NjUtJoEA6pmMls7KKWaixZmkcuWVHlP3oREuUwI04SI
279,,"L'équipe ETI/GE Girondine a réunit clients, partenaires et influenceurs dans un lieu d'exception bordelais.",,https://go.sudouest-publicite.com/e/433602/nliactivity7135938032993464321/b4chsy/1552457347/h/NjUtJoEA6pmMls7KKWaixZmkcuWVHlP3oREuUwI04SI
280,Le nouveau Livre Blanc SOP x Eliette,"Sud Ouest Publicité et l'Agence Eliette proposent un nouveau livre blanc à télécharger autour des réseaux sociaux.

L'objectif de ce document : apporter des réponses pratiques et utiles aux TPE et PME qui souhaitent développer leur présence sur les RS.

Afin de soutenir ce nouveau contenu et booster les téléchargements, nous vous invitons à communiquer sur votre Linkedin.

 
 
Pour cela rien de plus simple : vous avez à votre disposition un Kit de Communication avec tous les éléments dont vous avez besoin : exemple de posts, visuels et lien de la page de téléchargement.

 Ensemble faisons rayonner nos expertises avec des contenus utiles !",,https://go.sudouest-publicite.com/e/433602/eB9-jbZ8qGJKA-edit-usp-sharing/b48wxv/1541370784/h/X6tsLQGBq4wcdjgbe4Qz5CcKcSGdza85p4c6TFMICpE
281,40 + 64,"Supplément Francis Lavigne Développement en éditions Déléguées 

Un supplément “SUD OUEST Partenaires” - 4 pages format tabloïd - encarté le mercredi 8 novembre 2023 : 

- En Landes et Pays Basque dans Sud Ouest.

- En Béarn dans Sud Ouest, La République des Pyrénées et l’Eclair.

Déclinaison digitale du Supplément en Publiscope - Mini site home page hébergé sur sudouest.fr et larépubliquedespyrenees.fr.

Accès via une campagne Display Native de 350 000 affichages sur nos sites éditoriaux pendant 1 semaine, et accès permanent au mini site pendant plusieurs mois avec possibilité de partage sur vos réseaux sociaux.

3000 ex du supplément mis à disposition  en papier blanc 80gr.

Budget net global : 15 610 €HT

 

Témoignage du client  :

""Par ce petit message, je tiens à vous remercier et  à vous féliciter pour la réussite de ce communiqué. Vous avez été excellents et ça a été un véritable plaisir de travailler avec vous pour vous confier les infos. 

Par votre rigueur, votre professionnalisme et votre compréhension, vous avez construit un article unanimement apprécié par les lecteurs. « Magnifique, très bel article »… les compliments fusent quotidiennement.

Un grand bravo. Maintenant, à nous d’être aussi bons.""",,
282,DORDOGNE,"1ère vente pour notre alternante Emma DONADIER pour le SO Eco Dordogne 
Mobi Experts (prospect) = 1/4 de page 460 € H.T

Gagnante du Challenge PME - Lydia BESNARDIERE avec 10 clients et un CA de 12 200 € généré

Cindy ANSARD signe un contrat avec Sud Ouest Bâches pour un montant de 39 400 € (création du site, logo...)

Lydia BESNARDIERE vend un pack de 4 capsules pour son client GAUME ENERGIES pour un montant de 3000 € H.T",,
283,Opération Commando de l'équipe gironde pour booster la commercialisation du Guide des séminaires,"Une journée dédiée et des ateliers pour se challenger en équipe sur la commercialisation du dossier Séminaires.

Au 08/11 l'équipe est à 25 K€ et prévoyait 5K€ de plus soit 50 % de l'objectif régie.",,
284,Le nouveau format qui en dit long,"“Le format long”, ce nouveau format digital offre une expérience de lecture optimale avec des contenus à forte valeur ajoutée adaptés à chaque cible. Il répond aux objectifs de visibilité et de notoriété des annonceurs en bénéficiant de la puissance du groupe.

Visible dans un espace dédié sur le site Sud Ouest, nous optimisons le contenu pour un référencement Google performant. Un réel atout qui propose une variété de formats (article, podcast, vidéo, infographie,..) ce qui permet d’aborder un sujet sous différents angles afin de toucher une cible plus large.

Déjà adopté par deux de nos clients, le format long a fait ses preuves auprès du CRT Nouvelle-Aquitaine et de Gironde Tourisme. Contactez l’agence Eliette pour en savoir plus sur l’offre.",,https://go.sudouest-publicite.com/e/433602/contenu-partenaire-/b48wy8/1541370784/h/X6tsLQGBq4wcdjgbe4Qz5CcKcSGdza85p4c6TFMICpE
285,Vous avez à votre disposition une bannière à mettre sur votre profils Linkedin,L'objectif : uniformiser les pages des salariés du groupe.,,"https://go.sudouest-publicite.com/e/433602/Lo0MON7ylmP7--view-usp-sharing/b48wyc/1541370784/h/X6tsLQGBq4wcdjgbe4Qz5CcKcSGdza85p4c6TFMICpE

https://go.sudouest-publicite.com/e/433602/shXsijWx4F-view-usp-drive-link/b48wyg/1541370784/h/X6tsLQGBq4wcdjgbe4Qz5CcKcSGdza85p4c6TFMICpE"
286,Le Book Tarifs 2024 est disponible dans la Market Place,"Vous y retrouverez:

- ce qui existe dans les configurations actuelles (du Journal, du MAG), et en parallèle ce qu'il sera possible de faire avec les évolutions prévues (Journal et MAG).

- tous les autres items habituels (Pôle Audiovisuel, Médias spécialisés, Home média, Digital)

- la confirmation qu'il n'y a pas d'augmentation tarifaire, à part quelques réajustements à la marge (SOD, zones de chalandises, ouvertures de Bassins)",,
287,Fiches audiences ,Nouvelles fiches audiences départementales et zone par zone réactualisées dispo dans la Market Place.,,https://go.sudouest-publicite.com/e/433602/fgyeGqmoz3j9I-edit-usp-sharing/b48wyn/1541370784/h/X6tsLQGBq4wcdjgbe4Qz5CcKcSGdza85p4c6TFMICpE
288,Replay campus sur le changement de journal,L'équipe marketing répond à toutes vos questions ,,https://go.sudouest-publicite.com/e/433602/y53wU9KEuI-view-usp-drive-link/b48wyr/1541370784/h/X6tsLQGBq4wcdjgbe4Qz5CcKcSGdza85p4c6TFMICpE
289,,L'équipe de l'offre a mis à votre dispo un doc dédié à ce changement dans la Market Place,,https://go.sudouest-publicite.com/e/433602/f76kGt23el-mY-edit-usp-sharing/b48wyv/1541370784/h/X6tsLQGBq4wcdjgbe4Qz5CcKcSGdza85p4c6TFMICpE
290,Replay campus sur la nouvelle formule du MAG ,,,https://go.sudouest-publicite.com/e/433602/QCT-ipabYJZH1-view-usp-sharing/b48wyy/1541370784/h/X6tsLQGBq4wcdjgbe4Qz5CcKcSGdza85p4c6TFMICpE
291,Les Français et l'info ,Une étude publiée par NPA Conseil et Harris Interactive montre que nous sommes massivement favorables à l’éducation aux médias et à la labellisation des sources fiables. Mais il y a encore loin de la coupe aux lèvres… ,,https://go.sudouest-publicite.com/e/433602/-et-linfo--token-654b62a59eebb/b48wz2/1541370784/h/X6tsLQGBq4wcdjgbe4Qz5CcKcSGdza85p4c6TFMICpE
292,Côte Ouest est certifié ISO 20121,"L'Agence événementielle du Groupe obtient la certification ISO 20121.

Une certification qui valorise une réflexion déjà entamée par les équipes de l'agence, obtenue après deux années de travail collectif et un audit mené lors du Caraïbos Lacanau Pro 2023. ",,https://go.sudouest-publicite.com/e/433602/nt-la-certification-iso-20121-/b45ln8/1528748200/h/2vRKy0wR7lp29vVFdTlyNyueM_3_-C5h6A_DaCQ0vdU
293,Julien Aymard organise une opération Commando avec des étudiants BTS pour booster les soirées Neo Aquitains.,"4 étudiants volontaires du BTS Communication d'Agen, en formation initiale ont relevé le défi de faire du phoning pour booster les inscriptions pour la soirée des Néo en seulement 3 jours.

Les étudiants disposaient des fichiers d'inscrits des années antérieures avec pour objectif : contacter des dirigeants pour faire du volume en restant sur des profils qualitatifs.

Briefés sur la première matinée, les étudiants ont été reçus en agence avec un petit déjeuner et mis en autonomie en binômes les deux  jours suivants. Des briefings et debriefings ont eu lieu les deux matinées suivantes pour évoquer les éventuels problèmes qu'ils ont pu rencontrer.

Bilan : 100 personnes inscrites qui représentent à date la moitié des inscrits à la soirée Néo-Aquitains du Lot-et-Garonne.

 

Un dispositif gagnant-gagnant qui permet de former des étudiants sur les notions fondamentales de relation client et soutient les équipes commerciales. 

Une nouvelle opération sera mise en place en partenariat avec un BTS NDRC pour la conférence Santé de décembre prochain.",,
294,SOP et Benjamin Catel nommés aux Ratecard Stars 2023,"Benjamin Catel, chargé des revenus programmatique va représenter SOP aux côtés de notre partenaire Smile Wanted aux Ratecard Stars dans la catégorie « Star Success Sell Side ».",,https://go.sudouest-publicite.com/e/433602/liactivity7119619778331193344-/b45lnk/1528748200/h/2vRKy0wR7lp29vVFdTlyNyueM_3_-C5h6A_DaCQ0vdU
295,Retour sur le campus ,Isabelle Dousset vous a partagé la présentation de son campus sur les audiences de nos marques de Presse.,,https://go.sudouest-publicite.com/e/433602/uqODzr3NwR-view-usp-drive-link/b45lnn/1528748200/h/2vRKy0wR7lp29vVFdTlyNyueM_3_-C5h6A_DaCQ0vdU
296,Offre Black Friday ,"Les offres du Black Friday sont en place, n'hésitez pas à en parler à vos annonceurs !

Offre Black Friday semaine du 20 au 25 novembre ",,https://go.sudouest-publicite.com/e/433602/edit-slide-id-gf8dd756a1f-0-81/b45lnr/1528748200/h/2vRKy0wR7lp29vVFdTlyNyueM_3_-C5h6A_DaCQ0vdU
297,Prolongement offre 30 jours pouvoir d'achat,"Prolongement de l'offre (uniquement sur les prospects et abandonistes)

avec une nouveauté : le format carre météo",,https://go.sudouest-publicite.com/e/433602/edit-slide-id-g294f1aae84c-0-0/b45lnv/1528748200/h/2vRKy0wR7lp29vVFdTlyNyueM_3_-C5h6A_DaCQ0vdU
298,"Commerciaux, du nouveau dans votre page d’accueil !","Depuis le 26 octobre, une nouvelle section a été ajoutée dans votre page d’accueil.

L’objectif est de vous simplifier l’accès à des vues de listes sur vos comptes, affaires et contacts : vous y retrouvez plus rapidement les informations et les enregistrements que vous recherchez. Les vues de listes mises à disposition à travers ces liens d’accès seront susceptibles de changer pour s’adapter",,
299,Bilan Conférence Polypose nasale,,,https://go.sudouest-publicite.com/e/433602/QKI5ut-aQwVQe-view-usp-sharing/b45lp2/1528748200/h/2vRKy0wR7lp29vVFdTlyNyueM_3_-C5h6A_DaCQ0vdU
300,Bilan Trophées Innovation Nautisme La Rochelle,,,https://go.sudouest-publicite.com/e/433602/kN8JECN5Yq5n4-view-usp-sharing/b45lp5/1528748200/h/2vRKy0wR7lp29vVFdTlyNyueM_3_-C5h6A_DaCQ0vdU
301, Résultats One Next S2 2023,,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b45lp8/1528748200/h/2vRKy0wR7lp29vVFdTlyNyueM_3_-C5h6A_DaCQ0vdU
302,C'est ça l'esprit corporate 🙂,,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b45lpc/1528748200/h/2vRKy0wR7lp29vVFdTlyNyueM_3_-C5h6A_DaCQ0vdU
303,"Apparemment, les Suédois en ont marre qu’on confonde leur pays avec la Suisse 😆",,,https://go.sudouest-publicite.com/e/433602/p-Cy6G0v0sIwt-/b45lpg/1528748200/h/2vRKy0wR7lp29vVFdTlyNyueM_3_-C5h6A_DaCQ0vdU
304,Inspiration opportuniste pour du DOOH,,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b45lpk/1528748200/h/2vRKy0wR7lp29vVFdTlyNyueM_3_-C5h6A_DaCQ0vdU
305,Grand Cognac : le pluri-médias toujours en progression,"Cette année encore l'agglomération du Grand Cognac à fait appel a nos services. Une demande initiale web et pack tourisme (guide été + Magazine La Charente J'adore) pour un CA de 31,4k €. 

Le CA initial à été gonflé suite à des ventes additionnelles :   

- 2 events Charente Libre

- une campagne sur l'Eau (pages, carrés Météo, pack exclu CL.FR arche + pavé + campagne web MF) 

- une campagne sur un nouvel event imaginé par le président de Grand Cognac : Le ban de la distillation avec un supplément, un pack co-brandé So.fr

Nous sommes à ce jour à 75 K€, une année au top !",,https://go.sudouest-publicite.com/e/433602/SI9ipL2cYi-view-usp-share-link/b41vnv/1514148640/h/S-WOXL-51VW7Nua-IaRM9Y-A0tiLdknK5Efl0EH2j-Q
306,"Meubles Debiais, une success 100% Réseaux sociaux","Meubles Debiais est revendeur et créateur de meubles. Ils ont une forte notoriété sur le territoire nord Charente. Mais cette notoriété sur le territoire ne fait pas tout... Comme la plupart de nos annonceurs, ils ont besoin de toucher de nouveaux clients.

 

Depuis plusieurs années, je leur avais parlé de l'animation des réseaux sociaux mais sans trop de succès car ils n'étaient pas prêts.

2023 fût la bonne année ! Avec l'aide de Mathieu Ribeiro, nous avons présenté l'agence Eliette mais surtout l'offre ""full media social"". Après un long échange avec M. Debiais (prise de brief, présentation de l'offre, argumentation) nous avons réussi à valider le partenariat.

Ce qui à fait signer M. Debiais c'est un entretien téléphonique avec M. Geoffroy (Maître Cochon) qui à joué en notre faveur.

La satisfaction de Maître Cochon, du travail fourni par Eliette a permis à mon client de s'engager sur 1 an au full social media. La recommandation client est un vrai levier, cela à permis à mon client de lever les freins.

Samuel JOSEPH - commercial PME Charente",,
307,Suivre sa contract sur SOBIZ,"Le Marketing Client va apporter une nouvelle vue de liste sur les affaires pour suivre et accéder à toutes les affaires de type contrat créées depuis le 1er septembre. 

Un tableau de suivi va être ajouté sur les tableaux de bords des commerciaux SOP en page d'accueil en collaboration avec les managers.",,https://go.sudouest-publicite.com/e/433602/-filterName-00B08000005TyRSEA0/b41vny/1514148640/h/S-WOXL-51VW7Nua-IaRM9Y-A0tiLdknK5Efl0EH2j-Q
